,header,datetime,text,label
275,Police seize record £180m of cryptocurrency,13-07-21 13:47,The seizure is the largest of its kind in the UK - beating the previous record set just weeks ago.,technology
277,'Irresponsible' buy Bitcoin advert banned,26-05-21 17:16,Cryptocurrency exchange Luno rapped by the ASA for targeting inexperienced consumers,technology
278,Actor sues TikTok for using her voice in tool,11-05-21 0:16,Bev Standing’s voice is used on the social-media platform's text-to-speech feature.,technology
279,Facebook moderator: ‘Every day was a nightmare’,12-05-21 20:58,This is the first time a social media moderator has testified to a parliamentary committee.,technology
281,China divided as WeChat deletes LGBT accounts,08-07-21 12:17,"Dozens of LGBT social media accounts run by university students,were deleted without explanation.",technology
284,Couple's narrowboat life fascinates YouTube users,17-08-21 12:34,,technology
285,'Being yourself online shouldn't be revolutionary',19-06-21 6:00,,technology
286,Fibrus gets £23m to improve digital infrastructure,29-06-21 12:25,"Hundreds of public-sector buildings could see access to hyper-fast broadband, following the funding.",technology
287,"Amazon set to hire 10,000 UK workers",14-05-21 18:28,The tech giant is tightening its grip on retail as the coronavirus pandemic continues.,technology
288,NHS Covid app: Should it stay or should it go?,14-07-21 19:57,"There is a clash over the future of the NHS tracing app, as many delete it - or ignore its alerts.",technology
289,What next for the NHS Covid-19 contact tracing app?,06-07-21 6:19,Some businesses are complaining that the app for England and Wales is issuing too many alerts.,technology
290,Nicola Roberts criticises online hate bill,13-07-21 2:15,"The pop star says she won't endorse the government's legislation, saying it is full of ""loopholes"".",technology
291,Cyber-attack affects five schools on Anglesey,25-06-21 2:45,Anglesey council's chief executive said the schools are likely to see disruption,technology
292,Google sorry over ‘ugliest Indian language’ gaffe,04-06-21 15:17,The tech giant has apologised and said it had swiftly corrected the mistake.,technology
294,Five ways music changed in the 2010s,01-09-21 14:22,"Songs became shorter, melodies became less melodic and Latin music exploded. Here's why.",technology
296,"Covid changed how we swipe right, Tinder boss says",22-06-21 21:37,"""They want to slow things down and get to know people first a lot more before they decide to match.""",technology
297,'I lost millions through cryptocurrency trading addiction',29-05-21 4:54,Jake got addicted to trading cryptocurrency and lost more than £1m of money that was not his.,technology
298,HSBC to pilot Zoom-free Friday afternoons,10-05-21 22:20,The trial comes in an effort to tackle stress caused by working from home during the pandemic.,technology
300,Can British ships cope if satellite signals fail?,28-07-21 20:58,"The Royal Navy and merchant fleet have no back-up if navigation systems are disrupted, experts warn.",technology
301,Hackers bail out Irish health service for free,22-05-21 2:35,"The government says it did not pay for a decryption tool, as hackers threaten to publish stolen data.",technology
302,'It's fun being a TikTok star with 7m followers',03-08-21 15:28,,technology
303,Village 'couldn't stop eyesore 5G masts',14-05-21 18:36,Residents say they are angry the 20m (67ft) poles were erected without the need for consultation.,technology
304,Cyber-flashing: 'I get explicit messages every day',21-07-21 6:17,,technology
305,AI emotion-detection software tested on Uyghurs,26-05-21 6:40,A software engineer tells BBC's Panorama about installing the system in police stations in Xinjiang.,technology
309,The little tech firm gunning for an airspeed record,20-07-21 6:13,Electroflight has built the E-NXT which it hopes will break the electric airspeed record.,technology
310,NHS tracing app 'prevented thousands of deaths',13-05-21 19:37,"Peer-reviewed research suggests the contact-tracing app prevented between 284,000 and 594,000 cases.",technology
311,NI rural broadband scheme gets £25m funding boost,24-08-21 17:34,Project Stratum will get an extra £25m to provide ultra-fast broadband to remote homes.,technology
312,Activision staff walk out over harassment claims,29-07-21 2:44,Employees of the company behind Call of Duty are angry over allegations of sexism and harassment.,technology
313,"Pandemic accelerated UK's shift online, says Ofcom",09-06-21 10:16,"Online shopping soared, topping £110bn in sales, while adult sites were visited by half of over-18s.",technology
314,Nintendo shows off new Zelda footage at E3,16-06-21 0:49,A last-minute Zelda segment capped a Nintendo showcase which left some fans disappointed.,technology
315,E3 2021 kicks off with Avatar and Mario reveals,13-06-21 4:33,"A new game based in James Cameron's movie, a Mario + Rabbids sequel, and Rainbow Six started off E3.",technology
316,Sweet Anita: Tourette's queen of Twitch,12-08-21 6:37,"Anita broadcasts to thousands every week, playing games whilst talking Tourette's and mental health.",technology
317,Elon Musk ‘rather hates’ being Tesla boss,14-07-21 20:41,"Speaking in court on Monday, the entrepreneur said he prefers spending time on design and engineering.",technology
318,Bitcoin Mining Council to report green energy usage,25-05-21 22:51,The Tesla CEO and a group of Bitcoin miners hope to improve the currency's sustainability.,technology
319,Biden orders tightening of US cyber-defences,13-05-21 19:25,The order calls for a wide range of moves likely to keep government departments busy.,technology
322,Troubled US teens left traumatised by tough love camps,19-06-21 6:01,Paris Hilton is among thousands who allege abuse at programmes aimed at reforming US teenagers.,technology
323,Mind-boggling magnets could unlock plentiful power,11-05-21 6:09,"Powerful magnets are bringing abundant, pollution-free electricity a step closer.",business
324,High-profile women want action to stop online abuse,01-07-21 16:51,"More than 200 women, including former Australia prime minister Julia Gillard, write to social media chiefs.",technology
325,Derry tech firm purchased for undisclosed sum,11-08-21 19:04,The software firm was set up by former community development workers and employs more than 30 people.,technology
326,Influencers' mixed reaction to Norway photo edit law,06-07-21 14:03,"The rule on clearly labelling posts is part of an effort to ""reduce body pressure"" on young people.",technology
328,RIP Pepper robot? SoftBank 'pauses' production,29-06-21 18:49,Production of the robot is suspended and will only be restarted if there is a need for it.,technology
329,How to get a lucrative job in cybersecurity,06-07-21 6:11,"There's a serious shortage of IT security workers, so recruiters are fishing in a bigger pool.",technology
331,Rail firm sent staff fake bonus email in test,11-05-21 2:13,"A union criticised the firm for a ""cynical and shocking stunt"" and urged it to deliver the bonus.",technology
333,Esports' popularity 'only scratching the surface',30-05-21 12:17,Traditional sport must 'shift' to attract new audiences says the boss of a major esports team.,technology
335,Digital ad industry accused of huge data breach,16-06-21 11:15,Legal action filed over volume of data shared by digital advertising firms during ad space sales.,technology
336,Click News: Carpet senses human poses for 3D model,25-06-21 23:21,,technology
337,The scammers renting out other people's homes,25-06-21 6:00,,technology
338,Google Maps' Ben Nevis route 'potentially fatal',16-07-21 1:50,Mountaineering experts are warning visitors against trying to follow dangerous routes using Google Maps.,technology
340,Classic Football Shirts warns customers of scam,10-07-21 4:00,"The firm, which has 450,000 Instagram followers, says customers' data was accessed in recent weeks.",technology
341,EE aims for 5G coverage everywhere in UK by 2028,14-07-21 22:00,"Portable cells, drones and satellites will deliver on-demand 5G connections to the most remote locations.",technology
342,Cyber attack 'most significant on Irish state',15-05-21 3:37,Irish health chiefs temporarily shut down its IT system which severely impacted some services.,technology
